ID;genero;nameset;title;nome;middleinitial;sobrenome;streetaddress;cidade;estado_sigla;estado_nome;zipcode;country;countryfull;emailaddress;username;password;browseruseragent;telephonenumber;telephonecountrycode;maidenname;birthday;idade;tropicalzodiac;cctype;ccnumber;cvv2;ccexpires;nationalid;upstracking;westernunionmtcn;moneygrammtcn;color;occupation;company;vehicle;domain;bloodtype;pounds;kilograms;feetinches;centimeters;guid;latitude;longitude
875;male;Brazil;Mr.;Enzo;C;Martins;Rua J 60 1240;Goiânia;GO;Goiás;74674-260;BR;Brazil;EnzoCastroMartins@fleckens.hu;Thermor;Xaingei4eigei;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(62) 3856-5363;55;Barros;11/29/1971;46;Sagittarius;MasterCard;5110974698516681;526;8/2021;801.570.714-56;1Z 31F 284 52 6636 977 7;5870076846;07959156;Blue;Administrative support manager;Twin Food Stores;2005 ZAZ Slavuta;BondedCompany.com.br;A+;148.1;67.3;"5' 9""";175;a56d03eb-8327-447e-ac60-1f1304d5d7a0;-16.583722;-49.174783
876;female;Brazil;Ms.;Ágatha;C;Ribeiro;Rua Alberto Ferrante 67;Franca;SP;São Paulo;14405-247;BR;Brazil;AgathaCarvalhoRibeiro@armyspy.com;Tery1965;Ow2ieceec0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(16) 3351-6672;55;Carvalho;6/6/1965;53;Gemini;Visa;4929368266694828;529;9/2021;819.795.900-52;1Z 19W 682 79 0383 189 7;9845838877;88071700;Blue;Roof bolter;Fresh Start;1993 Mitsubishi Sigma;VentureSchedule.com.br;A+;149.6;68.0;"5' 7""";169;81f20e95-eed7-43e8-b1b9-6ec6cc37ceaf;-20.602899;-47.349770
877;male;Brazil;Mr.;Eduardo;G;Araujo;Rua Manoelito Pereira Dias 980;Osasco;SP;São Paulo;06124-440;BR;Brazil;EduardoGoncalvesAraujo@teleworm.us;Madisenly;eib3unieP;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(11) 5805-5551;55;Oliveira;4/19/2002;16;Aries;Visa;4539706780214270;228;4/2022;551.195.884-09;1Z 456 608 23 5564 025 3;4280976220;43581677;Blue;Hearing therapist;Henry's Hamburgers;2005 Fiat Multipla;RetroCab.com.br;A+;165.4;75.2;"5' 4""";162;1dedc189-1742-48ac-8b7e-c8886282a2e8;-23.451656;-46.726870
878;female;Brazil;Ms.;Letícia;S;Dias;Rua Antônio Junqueira Júnior 677;Belo Horizonte;MG;Minas Gerais;31530-390;BR;Brazil;LeticiaSousaDias@teleworm.us;Leonds;quei3Shas5;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(31) 7530-7069;55;Ribeiro;9/1/1966;51;Virgo;Visa;4716059445903571;771;8/2023;224.681.686-66;1Z 387 339 35 3498 632 0;0825501652;37374431;White;Textile knitting and weaving machine operator;Better Business Ideas and Services;1993 Fiat Panda;DeadConnect.com.br;AB+;172.9;78.6;"5' 1""";154;e29ff81e-9815-4f45-92cd-aee028612bba;-19.806173;-43.866347
879;female;Brazil;Mrs.;Carolina;D;Martins;Rua Professora Adalgisa Teixeira Arcuri 1418;Mogi-Mirim;SP;São Paulo;13807-596;BR;Brazil;CarolinaDiasMartins@teleworm.us;Fard1970;ohgh1vo8Gee;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(16) 9014-2350;55;Ribeiro;11/15/1970;47;Scorpio;MasterCard;5384183315422955;923;2/2023;806.614.548-94;1Z 392 481 85 6653 046 6;3270189831;60271721;Blue;Physical therapist;Life's Gold;2010 Mitsubishi Colt;TouristReservation.com.br;A-;197.6;89.8;"5' 7""";169;12f81168-b069-4fad-a596-07b88ac19f18;-22.445547;-46.907668
880;male;Brazil;Mr.;Douglas;S;Ferreira;Avenida Particular 1 1827;Rio Claro;SP;São Paulo;13506-346;BR;Brazil;DouglasSousaFerreira@armyspy.com;Snack1989;mooDei3ai;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(19) 8981-5076;55;Alves;3/23/1989;29;Aries;MasterCard;5463153686636610;214;11/2022;607.633.132-11;1Z 580 814 37 5118 788 8;9129751496;29499142;Green;Financial analyst;House of Gas;2000 Ascari Ecosse;eFlirtation.com.br;A-;180.6;82.1;"6' 0""";183;87744ef3-7cde-4e8d-8a91-92a0aa7c95b0;-22.319623;-47.528424
881;female;Brazil;Ms.;Anna;D;Goncalves;Rua Antônio Brugnaro 1764;Limeira;SP;São Paulo;13485-043;BR;Brazil;AnnaDiasGoncalves@fleckens.hu;Esces1962;Aek7oque6;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";(19) 3123-9105;55;Souza;1/26/1962;56;Aquarius;Visa;4556983856188138;481;2/2023;628.217.495-38;1Z 243 V62 10 4319 654 9;6168091599;74642807;Red;Captain;Father & Son;2001 Toyota Pod;ReunionAgency.com.br;A+;178.6;81.2;"5' 7""";171;7799b552-f29d-4892-b8b6-4508f79694c1;-22.606652;-47.357217
882;female;Brazil;Ms.;Nicole;D;Cunha;Rua Alagoas 1256;Porto Velho;RO;Rondônia;78905-843;BR;Brazil;NicoleDiasCunha@superrito.com;Musid1947;dei9ahPh;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(69) 5399-5875;55;Sousa;12/11/1947;70;Sagittarius;Visa;4485635158672492;803;7/2023;861.157.683-73;1Z 255 967 02 3412 001 2;4957429948;97627896;Blue;Forging machine operator;Weingarten's;1998 Daewoo Chairman;StatusPlex.com.br;O+;162.8;74.0;"5' 1""";155;ef15a179-5498-4178-aa64-2686ebb833db;-9.264689;-64.264833
883;female;Brazil;Mrs.;Gabriela;G;Cavalcanti;Travessa Pedreira 1708;Salvador;BA;Bahia;40314-135;BR;Brazil;GabrielaGoncalvesCavalcanti@armyspy.com;Sentoo;Fephi0weish;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(71) 4825-5405;55;Almeida;12/28/1972;45;Capricorn;Visa;4916587381648626;310;12/2023;828.935.041-40;1Z 774 611 09 0891 222 3;8420915706;71170414;Purple;Geological engineer;Bugle Boy;1996 Cadillac Catera;LincolnSearch.com.br;B+;176.2;80.1;"5' 4""";163;fe0b6508-a16c-4ce7-b6af-adc359b79314;-12.921233;-38.533824
884;male;Brazil;Mr.;Joao;S;Carvalho;Rua dos Guararapes 1639;Juiz de Fora;MG;Minas Gerais;36090-370;BR;Brazil;JoaoSousaCarvalho@cuvox.de;Hatteniou97;kae1aiNoh;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(32) 8460-7726;55;Azevedo;11/7/1997;20;Scorpio;Visa;4532165974215865;243;12/2023;786.936.654-48;1Z E96 820 92 4846 124 2;9903290192;45357411;Blue;Registered respiratory therapist;Quickbiz;1994 Porsche 968;GolfingMania.com.br;B-;160.8;73.1;"6' 0""";184;051818be-0879-4b32-bd75-4632836a44ab;-21.817105;-43.520005
885;male;Brazil;Mr.;Vitór;M;Lima;Rua 32 882;São Sebastião;DF;Distrito Federal;71691-138;BR;Brazil;VitorMartinsLima@superrito.com;Fieng2002;SouZ4eigae;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";(61) 6303-6894;55;Martins;7/20/2002;16;Cancer;Visa;4556922379462497;979;4/2023;775.519.109-56;1Z 5V2 193 84 5577 382 3;8057971182;47059102;Black;Public housing manager;ABCO Foods;1996 Maserati Ghibli;PoshBanking.com.br;B+;171.8;78.1;"5' 7""";171;fbfdef06-d084-49c5-8f12-6f5ff85ab72c;-28.309360;-49.243898
886;male;Brazil;Mr.;Nicolas;A;Ferreira;Rua Vinte e Cinco 964;Cuiabá;MT;Mato Grosso;78055-783;BR;Brazil;NicolasAraujoFerreira@teleworm.us;Beeptund;piHeimo4G;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36";(65) 9890-6225;55;Gomes;5/19/1978;40;Taurus;Visa;4485081489125043;748;5/2019;653.385.108-04;1Z 195 238 74 9560 870 3;4797756043;84219489;Blue;Animal trainer;Mission G;2005 Porsche Carrera GT;MetroAvenue.com.br;A+;146.5;66.6;"5' 9""";174;030918d1-179d-41e6-b10e-12b9640babf0;-15.501192;-55.820698
887;female;Brazil;Mrs.;Gabrielly;O;Gomes;Rua Trovão 1403;Guarulhos;SP;São Paulo;07133-090;BR;Brazil;GabriellyOliveiraGomes@superrito.com;Evoichland49;Gahbahke9;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36";(11) 4289-9628;55;Souza;5/1/1949;69;Taurus;Visa;4929494935094719;150;7/2020;604.639.240-37;1Z 1E7 4Y4 57 9249 268 3;8299964093;62746277;Red;Mobile heavy equipment mechanic;Budget Power;2011 Daihatsu Sirion;EnviroRights.com.br;O+;197.1;89.6;"5' 5""";165;4d076ca8-d328-4f9d-ac87-6778f37d337d;-23.384741;-46.360044
888;female;Brazil;Mrs.;Thaís;B;Martins;Rua Desterro do Melo 1483;Belo Horizonte;MG;Minas Gerais;31814-190;BR;Brazil;ThaisBarrosMartins@superrito.com;Nevency87;eithe9Ohyai;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(31) 6755-4647;55;Cunha;9/15/1987;30;Virgo;Visa;4716258171365779;111;2/2021;574.656.762-07;1Z 682 047 99 1140 794 2;3444582074;37565728;Orange;Medical writer;Waccamaw's Homeplace;2012 Chevrolet Silverado;LateSlip.com.br;A+;200.2;91.0;"5' 5""";166;b742071c-1037-4a0b-96f9-1ac3bd9341e5;-19.877736;-43.914107
889;female;Brazil;Mrs.;Leila;C;Gomes;Rua Irmã Alida Steyaert 271;Jundiaí;SP;São Paulo;13202-151;BR;Brazil;LeilaCorreiaGomes@einrot.com;Knounge1983;vohpohRi4;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36";(11) 8218-7425;55;Azevedo;2/9/1983;35;Aquarius;MasterCard;5107218467502836;575;7/2023;852.118.802-18;1Z E75 V28 87 1043 567 8;6163440360;55069105;Blue;System operator;Alexander's;2012 Honda CR-Z;ImpulseFly.com.br;A+;126.5;57.5;"5' 5""";166;a021569b-b579-437e-a370-4c2174c75e7e;-23.122418;-46.881926
890;female;Brazil;Ms.;Yasmin;C;Barros;Rua Professor Alves Horta 1252;Contagem;MG;Minas Gerais;32041-680;BR;Brazil;YasminCastroBarros@einrot.com;Dall2000;uriege9aiB;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(31) 3517-3856;55;Goncalves;5/7/2000;18;Taurus;MasterCard;5505172387931351;422;5/2022;896.742.356-04;1Z 475 7Y7 48 5097 413 7;9311491218;93015730;Purple;Bicycle repairer;TheBottomHalf;2008 Toyota Tundra;BleedMoney.com.br;B+;188.1;85.5;"5' 7""";170;35a7e1ab-c856-4cae-a0b3-98564d620c82;-19.921741;-44.048223
891;male;Brazil;Mr.;Enzo;A;Castro;Rua Joaquim Nabuco 1396;Santos;SP;São Paulo;11015-460;BR;Brazil;EnzoAlvesCastro@gustr.com;Thyme1954;eigu5Toh;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(11) 9813-8666;55;Barros;2/13/1954;64;Aquarius;Visa;4485422336146461;147;10/2023;407.040.347-78;1Z 16F 763 11 9111 667 6;2364080301;25814788;Blue;Bus mechanic;Hughes Markets;1999 Mitsubishi Minica;SurfAdvisors.com.br;O+;167.4;76.1;"6' 1""";185;29fae95a-a1e7-443e-8b9b-18b324680013;-23.770424;-46.171967
892;male;Brazil;Mr.;Fábio;A;Castro;Rua José Gomes da Silva 1671;Campinas;SP;São Paulo;13058-098;BR;Brazil;FabioAlvesCastro@gustr.com;Alisome;fooPe9ait;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";(19) 4732-5426;55;Almeida;7/15/1965;53;Cancer;Visa;4929193298854814;170;1/2022;630.290.647-43;1Z 587 V72 18 6747 731 3;5268572452;16921460;Blue;Archaeologist;Complete Tech;2001 BMW 735;AboutHD.com.br;O+;229.0;104.1;"5' 7""";170;bdf5cf12-876f-42aa-b3ad-f93328b38cbf;-22.904545;-46.991087
893;male;Brazil;Mr.;Diego;D;Rodrigues;Quadra Quadra 017 368;Gama;DF;Distrito Federal;72410-850;BR;Brazil;DiegoDiasRodrigues@jourrapide.com;Operep;Eeyain2g;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0";(61) 7189-5725;55;Martins;3/18/1978;40;Pisces;Visa;4485290176898883;327;6/2022;639.184.784-32;1Z 12A 601 69 1111 748 9;3124426109;23462394;Blue;Auxiliary equipment operator;The Flying Hippo ;2009 BMW 118;GlobalHomicide.com.br;A+;228.6;103.9;"5' 9""";176;f927ca6a-fef1-457f-93dc-070ba6ee1460;-15.958891;-48.179169
894;female;Brazil;Ms.;Fernanda;P;Rodrigues;Rua Major Natanael 1089;São Paulo;SP;São Paulo;01246-100;BR;Brazil;FernandaPereiraRodrigues@superrito.com;Honew2002;MeuP3shie;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(11) 8920-6346;55;Alves;5/28/2002;16;Gemini;MasterCard;5246370037854106;990;8/2023;656.375.587-95;1Z 817 32V 15 1798 197 1;5157504016;44001692;Blue;Chauffeur;Sholl's Colonial Cafeteria;1994 Beijing BJ 2021;HardwareMaterials.com.br;O+;125.8;57.2;"5' 5""";165;0f048996-6de0-49c2-9ba4-4e0b7c8ded1f;-23.624573;-46.554168
895;male;Brazil;Mr.;Diogo;A;Rodrigues;Rua Pedro Lopes 248;Fortaleza;CE;Ceará;60840-240;BR;Brazil;DiogoAlvesRodrigues@einrot.com;Exclout;BerohSu8Av;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(85) 3970-4712;55;Goncalves;4/30/1995;23;Taurus;Visa;4532903942836481;889;12/2023;331.231.071-75;1Z 813 4Y9 71 2514 273 6;7091318499;39683592;Blue;Utility meter reader;Ole's;2006 Ford Escape;ParkTLD.com.br;B+;152.5;69.3;"6' 2""";187;3defdd42-7dc2-4950-8bdf-c989fb1d8d29;-3.800325;-38.431969
896;female;Brazil;Ms.;Rebeca;F;Ribeiro;Rua Magalhães Barata 1694;Belém;PA;Pará;66820-315;BR;Brazil;RebecaFernandesRibeiro@teleworm.us;Cland1997;ohX4woh8suQu;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(91) 2303-4869;55;Araujo;5/28/1997;21;Gemini;MasterCard;5528173170265109;143;11/2023;450.959.603-03;1Z 9A5 560 58 8083 339 0;4413773114;56624236;Yellow;Postsecondary career-technical teacher;Network Air;2009 BMW 116;SimpsonCards.com.br;O+;124.7;56.7;"5' 6""";167;f9919f3a-6077-468b-9c59-fe8189475b55;-1.402417;-48.455034
897;male;Brazil;Mr.;Vitor;M;Sousa;Rua Falchi Gianini 486;São Paulo;SP;São Paulo;03136-040;BR;Brazil;VitorMartinsSousa@fleckens.hu;Arcel1981;ahth0Mujagh;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 7485-3909;55;Pinto;10/14/1981;36;Libra;MasterCard;5245338936761848;792;2/2022;713.939.287-06;1Z 727 330 24 6551 834 2;0118426610;83999913;Black;Bibliographer;Hill-Behan;2007 Maybach 62;DevNetworking.com.br;O+;212.5;96.6;"6' 2""";187;610315a4-c5f9-4233-8595-89067e9f7813;-23.616686;-46.546284
898;male;Brazil;Mr.;Luan;C;Ribeiro;Rua Nossa Senhora da Glória 1211;São João de Meriti;RJ;Rio de Janeiro;25580-530;BR;Brazil;LuanCostaRibeiro@rhyta.com;Youghtely;thieYei1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(21) 4072-4305;55;Pinto;4/22/1974;44;Taurus;Visa;4532166515028379;391;2/2022;103.230.466-90;1Z F46 147 75 5987 590 6;1829398330;20331314;White;Vegetable cook;Video Concepts;2009 Audi RS4;EntrepreneursLive.com.br;B+;205.9;93.6;"6' 0""";184;9acd2eab-0e7a-4960-b7a1-cf461fb0030f;-22.766866;-43.287892
899;female;Brazil;Ms.;Aline;P;Dias;Rua Pedro Ângelo Jenitelli 983;Guarulhos;SP;São Paulo;07032-260;BR;Brazil;AlinePintoDias@gustr.com;Lien2000;Raifeij8kaGha;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(11) 2917-8637;55;Goncalves;5/8/2000;18;Taurus;Visa;4556740908974976;498;11/2019;582.536.419-66;1Z 466 0E6 40 5130 172 1;3899747128;77641004;Purple;Middle school teacher;Wise Appraisals;2001 Renault Vel Satis;ChezMedia.com.br;O+;181.1;82.3;"5' 9""";174;ddfcb847-5e25-4d76-bec8-0808230c4f44;-23.496815;-46.454128
900;male;Brazil;Mr.;Caio;F;Fernandes;Rua Marques dos Santos 1092;Rio de Janeiro;RJ;Rio de Janeiro;23520-270;BR;Brazil;CaioFerreiraFernandes@superrito.com;Dedand;BohHashai6ka;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(21) 3503-4467;55;Sousa;11/26/1967;50;Sagittarius;Visa;4539051303009182;783;7/2022;378.090.399-70;1Z 097 96A 83 4135 651 9;1730466117;71854328;Blue;Gaming machine repairer;Funtown toys;2004 Vauxhall Omega;SuburbHotels.com.br;O+;242.7;110.3;"6' 2""";188;770ffee9-6bdf-4dd8-8fe4-30b126a19c4d;-22.837636;-43.412519
901;male;Brazil;Mr.;Kai;S;Dias;Praça Rosa Garcia 1169;Tatuí;SP;São Paulo;18275-260;BR;Brazil;KaiSilvaDias@rhyta.com;Mayeren;eKu5heenoh;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(15) 4749-5047;55;Barbosa;3/11/1978;40;Pisces;MasterCard;5378920261173597;651;9/2023;769.378.043-26;1Z 589 F08 94 3381 092 2;7804350061;88077909;Black;Orthodontist;Avant Garde Interior Designs;2003 Opel Signum;JobAward.com.br;O+;211.9;96.3;"6' 0""";183;6f8c943b-ecbf-4515-92de-cef55187aa7e;-23.314106;-47.862590
902;male;Brazil;Mr.;Tomás;C;Santos;Rua Salvador Batista 1739;Itapetininga;SP;São Paulo;18207-675;BR;Brazil;TomasCarvalhoSantos@jourrapide.com;Surtes;mieF5aeg;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";(15) 2750-6898;55;Pinto;3/30/1974;44;Aries;MasterCard;5112819751677649;218;1/2020;374.857.057-09;1Z 852 420 88 9279 994 0;1103931819;46591640;Blue;Loan authorizer;Mages;1993 Lamborghini Diablo;AffordableMenu.com.br;O+;151.6;68.9;"5' 8""";172;63b8bfe5-370c-4faf-a424-bb85532e0e4b;-23.654739;-48.089820
903;male;Brazil;Mr.;Estevan;S;Fernandes;Rua Manoel Batista 820;São Paulo;SP;São Paulo;05844-170;BR;Brazil;EstevanSantosFernandes@gustr.com;Desch1971;ze5Giu1mohva;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0";(11) 9605-6234;55;Silva;5/18/1971;47;Taurus;Visa;4716116234849462;459;3/2021;377.904.582-64;1Z 737 04F 88 2346 191 1;3708251053;34370911;Blue;Ticket clerk;Komerci;2005 BMW Z4;LDLive.com.br;A+;151.6;68.9;"6' 2""";187;903e1c1f-4e9a-41ef-863f-5eea7df7dd27;-23.700710;-46.650283
904;male;Brazil;Mr.;Caio;C;Castro;Passagem Carlos Zéfiro 621;São Paulo;SP;São Paulo;05731-261;BR;Brazil;CaioCostaCastro@superrito.com;Flot1992;EiHikaepe2;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 5672-2981;55;Melo;7/3/1992;26;Cancer;Visa;4532218498971966;579;10/2022;433.575.356-02;1Z 101 473 56 6593 415 3;0200050519;06636722;Green;Management accountant;Big A Auto Parts;1997 Hyundai Coupe;KitchenTub.com.br;A+;179.3;81.5;"6' 2""";187;89c11e66-477c-4de1-ab5c-fb868c655753;-23.645321;-46.555275
905;female;Brazil;Mrs.;Leonor;R;Souza;Rua Pedro Camelo 802;Fortaleza;CE;Ceará;60870-820;BR;Brazil;LeonorRochaSouza@superrito.com;Mighose;caiN6Iet;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(85) 8357-5121;55;Oliveira;2/10/1988;30;Aquarius;MasterCard;5333879602512406;480;5/2019;104.369.630-00;1Z 090 268 57 2370 818 6;9473342555;37366164;Brown;Automotive mechanic;Jackpot Consultant;2015 Nissan Leaf;HobbyBeat.com.br;A+;162.6;73.9;"5' 6""";168;1f359640-2543-4a0d-b052-2b9a772f05bf;-3.813028;-38.455802
906;male;Brazil;Mr.;Breno;D;Azevedo;Rua Capitão Francisco de Mello e Souza 200;Mogi das Cruzes;SP;São Paulo;08850-030;BR;Brazil;BrenoDiasAzevedo@cuvox.de;Prompoing1999;iqu7AhniZ;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(11) 2302-2469;55;Barbosa;11/29/1999;18;Sagittarius;MasterCard;5508593768323644;833;9/2019;616.526.992-36;1Z 570 852 39 9168 484 6;6713922373;34169668;Blue;Head hunter;Big Daddy's Restaurants;2005 Suzuki Ignis;SoftwareChalet.com.br;O+;136.0;61.8;"5' 8""";173;bf70abf9-602d-4bfd-ba6e-e20656a53b3c;-23.611245;-46.106678
907;male;Brazil;Mr.;Lucas;M;Costa;Travessa Verônica 1905;Rio de Janeiro;RJ;Rio de Janeiro;20770-170;BR;Brazil;LucasMeloCosta@armyspy.com;Carsed;oph5Nee4;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0";(21) 6363-7075;55;Goncalves;9/20/1970;47;Virgo;MasterCard;5238073043984020;592;8/2023;174.959.394-78;1Z 542 987 84 5974 546 9;6560509782;33682172;Blue;Marshal;Monlinks;2002 Eagle Vision;TexasOralSurgeons.com.br;A+;233.6;106.2;"5' 8""";172;fdacaf66-8847-41f2-ad51-843948afd76d;-23.003662;-43.403312
908;female;Brazil;Ms.;Emily;C;Correia;Rua Maestro Carlos Cruz 1309;São Paulo;SP;São Paulo;05585-020;BR;Brazil;EmilyCostaCorreia@gustr.com;Cinceres1962;goot6Kae9;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(11) 4181-5180;55;Araujo;1/2/1962;56;Capricorn;MasterCard;5346776330462422;666;11/2021;295.452.955-54;1Z 96V 03V 19 9104 714 5;4823017814;26247239;Purple;Milling and planing machine tender;Kragen Auto Parts;1993 Mercedes-Benz 280;InstantStatement.com.br;O+;203.3;92.4;"5' 0""";153;46c13f0b-5316-4140-aa36-eb86472288b3;-23.627535;-46.552530
909;female;Brazil;Ms.;Eduarda;F;Gomes;Rua Júlia Bellini Bertaglia 679;Londrina;PR;Paraná;86031-820;BR;Brazil;EduardaFerreiraGomes@einrot.com;Wispeas;gai1ju1Ae;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:62.0) Gecko/20100101 Firefox/62.0";(43) 8341-2438;55;Cavalcanti;4/8/1951;67;Aries;MasterCard;5279382303994698;040;10/2022;610.427.103-09;1Z 2F8 4F2 37 6701 957 1;9408159465;12687739;Yellow;Strength trainer;Packer;1997 Peugeot 406;AutoProspects.com.br;O+;149.2;67.8;"5' 1""";155;074f77db-691a-4260-8a3f-b3a2fcdccd3a;-23.515094;-51.009958
910;female;Brazil;Mrs.;Luiza;P;Rocha;Rua Comendador Cantinho 708;São Paulo;SP;São Paulo;03603-020;BR;Brazil;LuizaPereiraRocha@teleworm.us;Houldid1961;mohD3faeghei;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36";(11) 4151-3731;55;Azevedo;3/19/1961;57;Pisces;MasterCard;5381081903267068;998;4/2019;607.932.064-99;1Z 260 5E6 15 1002 543 0;2376593444;35316629;Silver;Nuclear technician;Bold Ideas;2002 Toyota Mark II;OnDemandTracking.com.br;A+;193.6;88.0;"5' 5""";166;40aa40ba-39a6-401a-b0bc-021d3009d0d1;-23.669816;-46.609060
911;female;Brazil;Mrs.;Letícia;C;Araujo;Rua Vinicola 456;Jundiaí;SP;São Paulo;13218-661;BR;Brazil;LeticiaCardosoAraujo@dayrep.com;Forby1975;Eehuo2Oh;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 9103-3809;55;Oliveira;8/15/1975;43;Leo;MasterCard;5435545826324525;716;6/2019;334.836.372-14;1Z 328 318 05 6213 870 6;1405766475;32866253;Blue;Computer typesetter;Packer;2001 Toyota HMV;ForeclosureStates.com.br;O+;193.4;87.9;"5' 9""";174;7dbea66d-e8e4-4d77-a065-f38c5dc82f16;-23.244711;-46.949330
912;male;Brazil;Mr.;Ryan;M;Oliveira;Rua Cotia 388;Catanduva;SP;São Paulo;15802-160;BR;Brazil;RyanMeloOliveira@fleckens.hu;Knould;Aish8NeiW;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(17) 9160-6388;55;Carvalho;2/24/1982;36;Pisces;Visa;4929323370857407;944;5/2020;391.625.235-62;1Z F43 740 64 3839 304 5;4753387966;34886873;Black;Employee development specialist;Heslop's;1996 Vauxhall Astra;ToyDiamonds.com.br;O+;177.3;80.6;"6' 0""";183;b0b4a391-f08b-4cb5-ad48-1605dbd12667;-21.155020;-49.015180
